id,latitude,longitude,day_of_year,day_of_week,hour,month,temperature_2m_mean,wind_speed_10m_mean,wind_speed_100m_mean,wind_direction_10m_mean,wind_direction_100m_mean,precipitation_mean,relative_humidity_2m_mean,surface_pressure_mean,cloud_cover_mean,cloud_cover_low_mean,cloud_cover_mid_mean,cloud_cover_high_mean,pm10_mean,pm2_5_mean,carbon_monoxide_mean,nitrogen_dioxide_mean,sulphur_dioxide_mean,ozone_mean,dust_mean,uv_index_mean,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,day_of_year_sin,day_of_year_cos,month_sin,month_cos,is_weekend,is_night,season,cluster
0,-42.343,147.372,31,4,15,1,14.423543015591399,18.198030116935485,27.960992208870966,204.85074140389787,212.38906399995966,0.05309139784946237,66.86035487365592,959.2004504166667,55.086021505376344,30.927419354838708,22.661290322580644,26.530913978494624,5.218682795698925,3.2907258064516127,68.14516129032258,0.5469086021505376,0.41975806451612907,30.955645161290324,0.012096774193548387,1.9802419354838712,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.5086709438521044,0.8609610158889943,0.49999999999999994,0.8660254037844387,0,0,0,8
1,37.053,127.406,28,1,12,1,-1.0514086587741935,9.170615566357526,15.8273202956586,203.23719644798385,212.18035318602153,0.03682795698924732,67.11205932930108,1012.3623240322581,51.18413978494624,27.016129032258064,29.323924731182796,26.120967741935484,30.773387096774197,19.953629032258064,507.0860215053763,36.78575268817204,23.763575268817203,28.580645161290324,0.5053763440860215,0.3551075268817205,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.4635502709028509,0.886070621534138,0.49999999999999994,0.8660254037844387,0,0,0,7
2,49.105,-123.189,14,1,2,1,3.128763500895161,12.208698812231184,21.1942519152957,124.03463810725808,132.07903456774196,0.3564516129032258,82.94537718682795,1013.7161153091399,87.36827956989248,53.82392473118279,64.14247311827957,66.49059139784946,9.719220430107528,6.628763440860215,275.23252688172045,30.327016129032256,6.616935483870968,39.486559139784944,0.0,0.07547043010752688,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.2386727660059501,0.9711000518829505,0.49999999999999994,0.8660254037844387,0,1,0,1
3,42.014,12.774,10,4,3,1,8.902548382225135,7.639687235685484,12.25818723408602,135.97744015779568,153.1696540454301,0.07553763440860216,81.30009142876344,997.6779861021505,59.071236559139784,25.297043010752688,28.061827956989248,43.840053763440864,15.063978494623656,11.918413978494623,230.19354838709677,9.189247311827957,0.805510752688172,49.43413978494624,0.5080645161290323,0.22231182795698926,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.1712931441814776,0.9852201067560606,0.49999999999999994,0.8660254037844387,0,1,0,0
4,47.778,13.002,31,4,11,1,3.9376908018615593,6.914289051720431,11.275967005967743,179.9279054685484,194.7148669013441,0.13763440860215054,75.23459497715054,967.1325674059141,68.42069892473118,27.736559139784948,45.84274193548387,49.954301075268816,12.25497311827957,10.30967741935484,228.377688172043,16.482392473118278,0.4952956989247312,46.439516129032256,0.8682795698924731,0.21115591397849465,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.5086709438521044,0.8609610158889943,0.49999999999999994,0.8660254037844387,0,0,0,0
5,50.939,3.13,31,4,11,1,6.559505191330646,18.523681566801077,31.306354365860212,211.22668183064516,215.49044046797042,0.0956989247311828,85.50943457123655,1013.1773696908602,80.09543010752688,47.280913978494624,38.39650537634409,63.78629032258065,15.021639784946235,10.753494623655916,186.26478494623655,12.276612903225805,1.15497311827957,48.23924731182796,1.471774193548387,0.11424731182795698,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.5086709438521044,0.8609610158889943,0.49999999999999994,0.8660254037844387,0,0,0,4
6,50.765,4.327,31,4,11,1,5.996551266182795,19.20813355403226,32.56373755282259,209.82068163709678,214.86573215053764,0.11075268817204302,85.05344564784946,1006.5944808602151,79.94220430107526,49.71639784946237,36.73118279569893,63.380376344086024,15.175537634408602,11.49986559139785,191.8534946236559,14.097043010752689,1.071236559139785,47.168010752688176,1.6048387096774193,0.11129032258064518,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.5086709438521044,0.8609610158889943,0.49999999999999994,0.8660254037844387,0,0,0,4
7,52.368,13.14,31,4,11,1,4.734526888118683,17.052336408198922,30.46059421733871,229.4386418454301,235.5167182513441,0.10577956989247313,83.17274544086021,1008.9763470967741,80.00940860215054,46.20967741935484,45.16935483870968,60.038978494623656,10.874327956989248,8.39771505376344,198.65322580645162,11.083198924731182,0.9629032258064516,48.196236559139784,0.6169354838709677,0.08850806451612904,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.5086709438521044,0.8609610158889943,0.49999999999999994,0.8660254037844387,0,0,0,0
8,47.814,18.755,31,4,11,1,4.534849493706989,13.53468716932796,24.635525422983875,229.66458211021506,243.25245001344084,0.04623655913978495,78.39561714247311,1005.5727406720431,62.83064516129032,26.001344086021504,39.73790322580645,46.92338709677419,18.515860215053763,15.89798387096774,223.56854838709677,8.418548387096775,0.9678763440860215,46.365591397849464,1.1397849462365592,0.17379032258064517,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.5086709438521044,0.8609610158889943,0.49999999999999994,0.8660254037844387,0,0,0,0
9,37.512,127.148,28,1,12,1,-1.19676345784543,7.8940195088172045,13.494902870900537,195.31730345456987,206.617889652285,0.028494623655913983,66.14513983467742,1023.3527927956989,49.86424731182796,25.252688172043012,27.06048387096774,25.725806451612904,37.51908602150538,24.750806451612902,597.7016129032259,39.64798387096774,46.28266129032259,25.850806451612904,0.5174731182795699,0.35188172043010757,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.4635502709028509,0.886070621534138,0.49999999999999994,0.8660254037844387,0,0,0,7
